shipment_id,date,importer_id,exporter_id,origin_country,destination_country,hs_code,transport_mode,weight_kg,declared_value_usd,market_value_usd,under_valuation_pct,past_violations,doc_anomaly_score,network_risk_score,odd_route_flag,offhour_flag,risk_score,risk_label
SHP000402,2023-10-22,IMP5055,EXP7434,USA,ZAF,401110,Sea,942.63,9551.9,31839.65,0.6999998429630979,0,0.032,0.094,0,0,33.859992933339406,0
SHP000403,2022-06-04,IMP2525,EXP7600,DEU,GBR,850440,Sea,1153.4,4355.25,14517.51,0.7000002066470077,1,0.453,0.779,0,1,67.87500929911533,0
SHP000404,2024-09-26,IMP6362,EXP1040,DEU,GBR,730890,Sea,1083.2,628.67,2095.55,0.6999976139915536,0,0.268,0.636,0,0,48.23989262961991,0
SHP000405,2024-01-04,IMP2037,EXP9756,GBR,ZAF,851712,Sea,834.79,8064.5,26881.68,0.7000001488002239,0,0.101,0.053,0,0,34.07500669601008,0
SHP000406,2023-10-24,IMP5646,EXP6533,UAE,GBR,490199,Sea,195.01,14923.22,34270.69,0.564548598233651,0,0.195,0.286,0,0,34.0496869205143,0
SHP000407,2023-12-05,IMP1793,EXP1752,CHN,GBR,880220,Air,249.47,29529.64,98432.14,0.7000000203185667,0,0.419,0.593,0,0,49.6450009143355,0
SHP000408,2022-11-20,IMP8230,EXP8479,IND,NGA,070310,Sea,1901.68,10555.1,35183.68,0.700000113689074,0,0.103,0.226,0,0,37.56500511600834,0
SHP000409,2022-09-28,IMP5945,EXP3604,UAE,NGA,490199,Land,269.52,7297.86,24326.2,0.7,0,0.275,0.166,0,1,44.945,0
SHP000410,2023-05-28,IMP2350,EXP7092,DEU,ZAF,271019,Sea,1415.37,4011.96,13373.2,0.7,0,0.111,0.118,0,1,41.525,0
SHP000411,2023-09-18,IMP4836,EXP8032,CHN,USA,100630,Sea,162.84,3712.37,12374.57,0.7000000808108888,0,0.27,0.216,0,0,39.87000363649,0
SHP000412,2022-06-09,IMP3174,EXP4705,GBR,USA,070310,Sea,581.61,9155.74,30519.12,0.699999868934622,0,0.226,0.056,0,0,36.00999410205799,0
SHP000413,2023-12-05,IMP2975,EXP7919,IND,GBR,070310,Sea,1453.33,1402.46,4674.88,0.7000008556369361,0,0.047,0.177,0,0,35.74503850366212,0
SHP000414,2022-07-02,IMP2678,EXP2690,IND,USA,271019,Sea,2157.19,30092.11,100307.04,0.7000000199387799,0,0.25,0.03,0,0,35.8500008972451,0
SHP000415,2022-09-30,IMP3340,EXP2120,DEU,NGA,401110,Sea,3204.01,3347.75,11159.17,0.7000000896123995,0,0.134,0.161,0,0,36.73000403255797,0
SHP000416,2024-06-20,IMP6753,EXP4490,NGA,GBR,940350,Sea,733.38,12273.32,40911.06,0.6999999511134642,0,0.126,0.046,0,0,34.30999780010589,0
SHP000417,2024-06-25,IMP4559,EXP2420,CHN,GBR,850440,Sea,913.24,17865.85,59552.82,0.6999999328327358,0,0.358,0.275,0,0,42.36999697747311,0
SHP000418,2024-02-26,IMP6759,EXP8035,USA,ZAF,300490,Sea,241.27,1995.58,6651.93,0.6999998496676905,0,0.455,0.094,0,0,40.204993235046075,0
SHP000419,2022-06-22,IMP5065,EXP5668,CHN,NGA,610910,Sea,1650.22,5062.8,16875.99,0.6999998222326513,0,0.274,0.425,0,0,44.10999200046931,0
SHP000420,2025-05-27,IMP9348,EXP4090,NGA,USA,640399,Sea,448.35,4615.49,15384.98,0.7000002599938382,0,0.152,0.071,0,0,35.20001169972272,0
SHP000421,2023-05-06,IMP9108,EXP7322,DEU,USA,100630,Air,2255.83,11556.76,38522.52,0.699999896164633,0,0.196,0.035,0,1,41.139995327408485,0
SHP000422,2022-01-25,IMP6916,EXP6185,IND,NGA,940350,Sea,5122.59,3218.84,10729.47,0.7000000932012485,0,0.205,0.43,0,1,49.175004194056186,0
SHP000423,2022-12-20,IMP8717,EXP2195,UAE,NGA,730890,Sea,1444.72,9707.01,32356.71,0.700000092716472,0,0.334,0.298,0,0,42.47000417224124,0
SHP000424,2022-03-23,IMP1990,EXP7520,USA,NGA,070310,Sea,1100.34,3321.01,11070.03,0.6999999096660081,0,0.17,0.167,0,0,37.389995934970365,0
SHP000425,2024-04-03,IMP2350,EXP9791,BRA,GBR,850440,Sea,607.16,7366.57,24555.22,0.6999998371018463,0,0.04,0.533,0,0,42.759992669583085,0
SHP000426,2022-06-11,IMP9377,EXP4329,CHN,GBR,620342,Sea,1157.97,8488.25,28294.15,0.6999998232850253,0,0.047,0.577,0,0,43.74499204782614,0
SHP000427,2025-04-16,IMP2083,EXP6081,USA,ZAF,870899,Sea,818.43,4778.54,15928.46,0.6999998744385836,0,0.351,0.129,0,0,39.34499434973626,0
SHP000428,2024-06-08,IMP2900,EXP8428,ZAF,USA,100630,Sea,541.0,43817.14,146057.13,0.699999993153364,0,0.145,0.224,0,0,38.15499969190138,0
SHP000429,2025-09-09,IMP3877,EXP2956,NGA,GBR,640399,Sea,169.54,10685.74,35619.15,0.7000001403739281,0,0.316,0.444,0,0,45.12000631682677,0
SHP000430,2023-12-12,IMP9568,EXP9474,CHN,NGA,070310,Sea,4794.83,1063.62,3545.4,0.7,0,0.081,0.285,0,0,38.41499999999999,0
SHP000431,2023-07-05,IMP2934,EXP1480,DEU,USA,420222,Sea,1754.11,5266.69,17555.64,0.7000001139235026,0,0.421,0.094,0,0,39.69500512655762,0
SHP000432,2023-06-23,IMP2262,EXP9128,UAE,NGA,620342,Sea,858.51,15059.68,50198.93,0.6999999800792567,0,0.202,0.029,0,0,35.10999910356655,0
SHP000433,2025-03-06,IMP3734,EXP7024,NLD,GBR,100630,Sea,335.58,1123.47,3744.91,0.7000008010873425,0,0.167,0.034,0,0,34.685036048930414,0
SHP000434,2022-08-25,IMP4742,EXP9336,USA,NGA,880220,Sea,2235.37,12656.25,42187.49,0.6999999288888721,1,0.545,0.54,0,0,58.474996799999246,0
SHP000435,2024-01-16,IMP7274,EXP3458,GBR,NGA,610910,Sea,1191.35,2785.07,9283.57,0.700000107717182,0,0.027,0.62,0,0,44.30500484727319,0
SHP000436,2025-09-04,IMP7870,EXP4678,GBR,NGA,870899,Air,613.71,11879.44,39598.14,0.7000000505074229,0,0.147,0.138,0,0,36.46500227283403,0
SHP000437,2022-06-09,IMP7108,EXP2956,UAE,NGA,720839,Sea,1448.19,4668.89,15562.97,0.7000000642550875,0,0.132,0.424,0,0,41.960002891478936,0
SHP000438,2024-11-22,IMP1752,EXP7568,NGA,GBR,420222,Sea,928.23,6200.22,20667.39,0.6999998548437901,0,0.143,0.533,0,0,44.30499346797056,0
SHP000439,2023-09-29,IMP6362,EXP2415,IND,NGA,640399,Air,322.92,9557.29,30025.74,0.6816967708372883,0,0.244,0.288,0,0,40.09635468767797,0
SHP000440,2025-02-28,IMP5979,EXP4974,NGA,GBR,730890,Sea,818.63,19359.69,64532.31,0.7000000464883405,0,0.052,0.683,0,0,45.940002091975316,0
SHP000441,2025-01-24,IMP5016,EXP3466,IND,GBR,490199,Air,258.38,8622.8,28742.66,0.6999999304170178,0,0.344,0.193,0,0,40.5199968687658,0
SHP000442,2023-12-11,IMP1157,EXP6488,UAE,NGA,070310,Sea,730.46,4322.01,13928.8,0.6897069381425536,0,0.171,0.102,0,0,35.64181221641491,0
SHP000443,2024-12-21,IMP4902,EXP7878,UAE,NGA,640399,Sea,662.75,51905.43,131263.82,0.6045716938605017,0,0.044,0.119,0,0,30.245726223722574,0
SHP000444,2022-07-10,IMP1719,EXP4792,NGA,GBR,401110,Air,688.37,1010.44,3368.15,0.7000014844944554,0,0.116,0.391,0,0,41.060066802250496,0
SHP000445,2024-02-02,IMP8511,EXP2391,BRA,ZAF,850440,Air,722.99,18599.82,61999.4,0.7,0,0.273,0.456,1,0,50.715,0
SHP000446,2024-03-18,IMP2226,EXP2020,BRA,GBR,401110,Sea,1041.8,3298.85,10996.16,0.6999998181183249,0,0.109,0.339,0,0,39.91499181532462,0
SHP000447,2023-10-08,IMP7438,EXP6345,CHN,GBR,610910,Sea,1070.91,7905.55,26351.84,0.7000000758960285,0,0.093,0.122,0,1,41.33500341532128,0
SHP000448,2023-02-20,IMP3230,EXP2785,DEU,NGA,610910,Sea,2361.03,6791.39,22637.96,0.6999999116528167,1,0.158,0.3,0,0,47.86999602437675,0
SHP000449,2024-04-12,IMP2978,EXP9780,CHN,NGA,851712,Sea,1645.82,7843.13,18886.89,0.584731525412601,0,0.118,0.447,0,0,37.022918643567046,0
SHP000450,2023-06-27,IMP2964,EXP2481,ZAF,GBR,851712,Sea,589.93,3436.83,11456.09,0.6999997381305489,1,0.096,0.501,0,0,50.9599882158747,0
SHP000451,2023-11-03,IMP3430,EXP2494,DEU,NGA,940350,Sea,185.09,3884.81,12949.36,0.6999998455522126,0,0.27,0.227,0,0,40.08999304984957,0
SHP000452,2023-09-05,IMP5262,EXP3848,NLD,USA,840733,Sea,1103.7,967.39,3224.64,0.700000620224273,0,0.274,0.256,0,0,40.73002791009228,0
SHP000453,2025-01-31,IMP5093,EXP2551,UAE,NGA,851712,Sea,1876.03,21669.21,57941.47,0.6260155291192993,0,0.103,0.499,0,0,39.69569881036847,0
SHP000454,2023-04-01,IMP3141,EXP4246,CHN,GBR,300490,Sea,3097.93,21626.61,72088.69,0.6999999583845955,0,0.216,0.266,0,0,40.0599981273068,0
SHP000455,2023-06-15,IMP2228,EXP1357,NLD,USA,271019,Sea,1271.25,12405.02,41350.07,0.7000000241837558,0,0.283,0.454,0,0,44.82500108826901,0
SHP000456,2022-07-08,IMP6432,EXP3007,CHN,ZAF,851712,Air,226.12,2388.9,7962.99,0.6999996232570931,0,0.097,0.48,0,0,42.55498304656919,0
SHP000457,2025-03-21,IMP8096,EXP7471,IND,NGA,100630,Sea,627.85,1697.54,5658.47,0.7000001767262175,0,0.349,0.34,0,0,43.53500795267979,0
SHP000458,2023-03-16,IMP4066,EXP5505,UAE,GBR,850440,Sea,908.34,27436.09,63797.2,0.569948367639959,0,0.303,0.032,0,0,30.832676543798158,0
SHP000459,2025-06-17,IMP5026,EXP5835,CHN,NGA,100630,Sea,395.68,7962.89,24934.87,0.6806524357255521,0,0.14,0.181,0,0,36.349359607649845,0
SHP000460,2023-07-27,IMP7275,EXP3248,BRA,GBR,852872,Sea,762.72,3471.95,11573.18,0.700000345626699,1,0.05,0.212,0,0,44.49001555320145,0
SHP000461,2025-01-18,IMP1319,EXP7266,BRA,GBR,610910,Sea,253.06,14267.9,47559.66,0.6999999579475548,0,0.333,0.352,0,0,43.534998107639964,0
SHP000462,2024-09-19,IMP6636,EXP9231,NLD,USA,852872,Sea,228.17,948.57,3161.89,0.6999990512003896,0,0.26,0.179,0,0,38.97995730401753,0
SHP000463,2025-05-07,IMP4588,EXP1480,DEU,NGA,420222,Sea,404.16,4210.19,14033.98,0.7000002850224953,0,0.092,0.091,0,0,34.70001282601229,0
SHP000464,2024-08-24,IMP9674,EXP6856,DEU,ZAF,100630,Air,289.8,4400.55,14668.51,0.7000002045197502,1,0.308,0.098,0,0,46.08000920338876,0
SHP000465,2025-09-07,IMP4951,EXP5366,ZAF,USA,420222,Sea,1089.21,524.65,1748.82,0.6999977127434498,0,0.239,0.185,0,0,38.78489707345524,0
SHP000466,2024-03-06,IMP6813,EXP3846,NGA,GBR,610910,Sea,1417.64,12073.37,40244.58,0.7000000993922659,0,0.172,0.52,0,1,50.48000447265196,0
SHP000467,2022-02-27,IMP6761,EXP3328,NLD,NGA,730890,Land,661.4,3209.53,10698.44,0.7000001869431431,0,0.179,0.307,0,0,40.32500841244144,0
SHP000468,2022-12-26,IMP9035,EXP1621,ZAF,GBR,852872,Sea,2577.09,5257.16,17523.87,0.7000000570650204,0,0.096,0.199,0,0,36.92000256792592,0
SHP000469,2024-12-14,IMP8831,EXP1011,ZAF,NGA,940350,Sea,536.63,5577.82,18592.75,0.700000268922026,0,0.422,0.524,0,0,48.31001210149117,0
SHP000470,2022-12-30,IMP6301,EXP1975,ZAF,NGA,401110,Sea,203.59,3252.14,10840.48,0.7000003689873511,0,0.188,0.167,0,0,37.6600166044308,0
SHP000471,2024-01-18,IMP2188,EXP7120,CHN,NGA,300490,Air,169.25,9565.44,31884.8,0.7,0,0.425,0.41,0,0,46.075,0
SHP000472,2023-09-11,IMP6285,EXP3235,UAE,USA,880220,Sea,483.59,7791.2,25970.65,0.6999998074749766,0,0.026,0.356,0,1,45.00999133637394,0
SHP000473,2022-12-23,IMP6846,EXP4657,UAE,ZAF,852872,Sea,805.64,4792.42,15974.72,0.6999997496043748,0,0.293,0.061,0,0,37.11498873219686,0
SHP000474,2023-08-27,IMP3086,EXP3911,CHN,USA,840733,Sea,2814.47,9733.62,32445.41,0.7000000924630017,0,0.117,0.118,0,0,35.61500416083508,0
SHP000475,2025-05-18,IMP6213,EXP4619,UAE,USA,880220,Sea,148.28,1665.37,5551.24,0.7000003602798655,0,0.045,0.368,0,0,39.535016212593945,0
SHP000476,2022-06-09,IMP4899,EXP6682,USA,GBR,852872,Sea,564.53,5960.86,19869.52,0.6999997986866315,0,0.068,0.47,0,0,41.91999094089842,0
SHP000477,2025-08-01,IMP6500,EXP8317,USA,ZAF,271019,Air,405.01,5578.54,18595.13,0.6999999462224786,0,0.119,0.169,0,0,36.66499758001154,0
SHP000478,2023-12-19,IMP5205,EXP2770,ZAF,NGA,610910,Sea,487.89,3041.59,10138.63,0.6999999013673445,0,0.178,0.192,0,0,38.0099955615305,0
SHP000479,2024-05-09,IMP3725,EXP7783,NGA,USA,840733,Sea,272.27,2904.81,9682.69,0.6999996901687444,0,0.099,0.141,0,0,35.8049860575935,0
SHP000480,2022-07-27,IMP8855,EXP4695,UAE,GBR,730890,Sea,13465.09,1420.62,4735.41,0.700000633524869,0,0.055,0.224,0,0,36.8050285086191,0
SHP000481,2023-10-15,IMP5278,EXP2715,USA,NGA,100630,Sea,550.96,8966.8,25639.09,0.6502683987614225,0,0.078,0.568,0,1,47.792077944264015,0
SHP000482,2022-06-03,IMP9962,EXP2525,CHN,NGA,840733,Sea,3246.56,20431.15,56984.01,0.6414581915172344,0,0.154,0.129,0,0,33.75561861827555,0
SHP000483,2025-08-31,IMP3703,EXP8113,IND,NGA,070310,Sea,1616.12,2167.99,7226.62,0.6999994464908906,0,0.266,0.036,0,0,36.209975092090076,0
SHP000484,2023-01-25,IMP7705,EXP9849,USA,NGA,720839,Sea,596.09,14239.7,47465.68,0.7000000842714147,0,0.391,0.132,0,0,40.005003792213664,0
SHP000485,2022-04-12,IMP7437,EXP9043,DEU,NGA,640399,Sea,963.23,30485.15,101617.17,0.7000000098408565,0,0.173,0.168,0,0,37.455000442838546,0
SHP000486,2023-08-27,IMP8869,EXP4271,NLD,NGA,070310,Sea,2030.14,4618.3,15394.33,0.6999999350410183,0,0.164,0.782,0,1,55.599997076845824,0
SHP000487,2022-06-17,IMP8758,EXP2892,ZAF,NGA,420222,Sea,265.58,4676.54,15588.47,0.7000000641499775,0,0.349,0.053,0,0,37.79500288674899,0
SHP000488,2025-09-15,IMP5341,EXP2493,UAE,NGA,852872,Sea,408.65,5972.49,19908.29,0.6999998493090065,0,0.137,0.214,0,0,37.834993218905296,0
SHP000489,2024-02-21,IMP7052,EXP4056,UAE,GBR,420222,Sea,1038.0,7799.04,25996.8,0.7,0,0.739,0.188,0,0,46.34499999999999,0
SHP000490,2023-04-09,IMP5400,EXP2009,DEU,GBR,851712,Sea,979.48,7934.22,26447.4,0.7,0,0.208,0.142,0,0,37.459999999999994,0
SHP000491,2025-01-13,IMP7782,EXP4727,USA,NGA,271019,Sea,1248.45,11959.3,39864.33,0.6999999749149177,0,0.021,0.204,0,0,35.894998871171296,0
SHP000492,2025-01-01,IMP8779,EXP4860,UAE,GBR,870323,Sea,3190.85,4704.08,15680.25,0.6999996811275331,0,0.036,0.015,0,0,32.33998565073899,0
SHP000493,2022-03-13,IMP9226,EXP9467,USA,GBR,840733,Land,818.4,11724.26,38645.89,0.6966233666762494,0,0.039,0.026,0,1,38.45305150043122,0
SHP000494,2024-07-08,IMP3832,EXP3738,CHN,USA,300490,Land,364.6,6293.47,20978.24,0.7000000953368823,0,0.081,0.147,0,0,35.6550042901597,0
SHP000495,2022-06-10,IMP8133,EXP4308,CHN,ZAF,401110,Sea,1909.46,6580.7,21935.65,0.6999997720605499,0,0.497,0.114,0,0,41.23498974272474,0
SHP000496,2022-05-18,IMP2425,EXP7358,USA,ZAF,940350,Sea,630.24,18437.86,61459.54,0.7000000325417339,0,0.032,0.32,0,0,38.380001464378026,0
SHP000497,2024-11-30,IMP8506,EXP1202,BRA,GBR,720839,Air,1111.43,6319.8,21065.99,0.6999998575903625,0,0.383,0.246,0,0,42.164993591566315,0
SHP000498,2022-11-03,IMP3428,EXP2641,BRA,USA,850440,Sea,493.45,23813.14,79377.15,0.7000000629904197,0,0.097,0.615,0,0,45.255002834568884,0
SHP000499,2023-12-06,IMP7732,EXP5327,GBR,ZAF,640399,Air,2066.85,35934.49,119781.63,0.6999999916514745,0,0.037,0.384,0,1,45.73499962431635,0
SHP000500,2022-03-18,IMP3821,EXP5512,IND,GBR,880220,Sea,5573.52,11201.01,35471.71,0.684226951562245,1,0.064,0.179,0,0,43.33021282030103,0
SHP000501,2023-11-10,IMP4892,EXP1807,UAE,GBR,100630,Sea,3899.77,9364.46,31214.87,0.7000000320360136,0,0.372,0.525,0,0,47.58000144162061,0
SHP000502,2023-09-13,IMP6094,EXP5593,DEU,USA,730890,Sea,794.43,16245.22,54150.74,0.7000000369339366,0,0.303,0.383,0,0,43.70500166202714,0
SHP000503,2024-06-26,IMP6257,EXP5414,GBR,USA,610910,Sea,379.3,4760.78,15869.28,0.7000002520593247,0,0.176,0.178,0,0,37.70001134266961,0
SHP000504,2024-04-13,IMP8937,EXP9462,GBR,USA,490199,Sea,1691.39,8120.65,27068.82,0.6999998522285049,1,0.206,0.235,0,0,47.28999335028273,0
SHP000505,2022-05-15,IMP6097,EXP9303,NGA,ZAF,870323,Air,1558.57,3545.92,11819.74,0.7000001692084598,1,0.218,0.164,0,1,52.05000761438069,0
SHP000506,2023-01-30,IMP4288,EXP1944,BRA,GBR,880220,Sea,695.96,53267.85,177559.51,0.7000000168957439,0,0.273,0.188,0,0,39.35500076030847,0
SHP000507,2023-02-12,IMP5488,EXP7035,IND,NGA,100630,Land,785.75,2557.61,8525.37,0.7000001172969619,0,0.296,0.154,0,0,39.020005278363286,0
SHP000508,2022-09-11,IMP1500,EXP4963,BRA,USA,840733,Sea,3897.31,3071.87,10239.56,0.6999998046791073,0,0.189,0.342,0,0,41.17499121055983,0
SHP000509,2024-08-29,IMP6730,EXP6640,IND,GBR,420222,Land,570.75,2715.34,7319.58,0.6290306274403723,0,0.178,0.209,0,0,35.156378234816756,0
SHP000510,2024-03-02,IMP1813,EXP3669,DEU,NGA,271019,Sea,1312.76,22536.78,75122.59,0.6999999600652747,1,0.205,0.085,0,0,44.27499820293736,0
SHP000511,2023-02-28,IMP5408,EXP7709,CHN,ZAF,610910,Sea,2308.14,6191.24,20637.47,0.700000048455552,0,0.054,0.059,0,0,33.490002180499836,0
SHP000512,2025-08-18,IMP3837,EXP1138,NGA,GBR,852872,Land,611.01,13426.74,44755.8,0.7,0,0.326,0.031,0,0,37.01,0
SHP000513,2024-02-11,IMP6713,EXP8520,DEU,NGA,620342,Sea,1573.87,4021.8,13406.0,0.7,0,0.12,0.298,0,0,39.26,0
SHP000514,2025-07-01,IMP7506,EXP2676,IND,NGA,640399,Sea,1259.69,35252.84,117509.47,0.7000000085099525,0,0.201,0.065,0,0,35.81500038294786,0
SHP000515,2025-06-01,IMP5631,EXP5890,NLD,NGA,870899,Sea,431.81,1281.65,4272.18,0.7000009362901376,0,0.441,0.598,0,0,50.07504213305619,0
SHP000516,2023-07-21,IMP6327,EXP5536,IND,USA,271019,Sea,819.53,7198.73,23995.76,0.6999999166519418,0,0.23,0.525,0,0,45.44999624933738,0
SHP000517,2023-05-08,IMP1930,EXP7620,DEU,NGA,490199,Sea,1700.26,1492.38,4027.59,0.6294607941721972,0,0.202,0.158,0,0,34.51573573774888,0
SHP000518,2023-08-29,IMP5250,EXP7857,CHN,USA,070310,Sea,2058.77,3444.1,11480.32,0.6999996515776563,0,0.072,0.264,0,0,37.859984320994535,0
SHP000519,2025-03-17,IMP4111,EXP6622,NGA,GBR,880220,Air,1635.14,6261.03,18355.43,0.6589003907835447,0,0.241,0.141,0,0,36.08551758525951,0
SHP000520,2024-09-01,IMP6873,EXP9311,ZAF,USA,870899,Sea,129.36,18132.94,60443.14,0.7000000330889494,0,0.32,0.349,0,0,43.28000148900272,0
SHP000521,2022-07-19,IMP8713,EXP3096,CHN,NGA,870899,Sea,752.29,11820.5,39401.66,0.6999999492407173,0,0.283,0.253,0,0,40.80499771583228,0
SHP000522,2023-11-19,IMP2463,EXP4641,BRA,USA,420222,Land,904.6,705.16,2350.52,0.6999982982488981,0,0.307,0.166,0,0,39.42492342120042,0
SHP000523,2023-11-10,IMP7089,EXP5269,DEU,GBR,850440,Air,1077.06,18662.65,62208.82,0.6999999357004361,0,0.025,0.291,0,1,43.69499710651962,0
SHP000524,2025-07-23,IMP2166,EXP8736,IND,GBR,300490,Sea,830.34,12270.4,40901.35,0.7000001222453538,0,0.232,0.667,0,0,48.320005501040924,0
SHP000525,2024-02-21,IMP9680,EXP5888,BRA,ZAF,300490,Air,525.57,2747.2,9157.33,0.6999998907978635,0,0.141,0.129,1,0,42.194995085903855,0
SHP000526,2023-12-03,IMP7704,EXP8496,CHN,GBR,401110,Land,476.44,2258.24,7527.47,0.70000013284676,0,0.085,0.117,0,0,35.1150059781042,0
SHP000527,2025-07-16,IMP3897,EXP6134,CHN,NGA,271019,Sea,1864.23,5849.54,19498.47,0.7000000512860753,1,0.183,0.356,0,0,49.36500230787339,0
SHP000528,2022-12-12,IMP3595,EXP9021,NGA,GBR,851712,Sea,598.1,1456.55,4855.16,0.6999995880671286,0,0.047,0.268,0,0,37.564981463020786,0
SHP000529,2025-07-21,IMP8035,EXP7609,GBR,USA,401110,Sea,1366.71,2900.47,9668.24,0.700000206862883,0,0.151,0.472,0,0,43.20500930882973,0
SHP000530,2024-12-29,IMP4267,EXP7112,IND,GBR,840733,Sea,393.2,16172.68,53908.94,0.700000037099598,0,0.344,0.057,0,0,37.80000166948191,0
SHP000531,2022-01-09,IMP5076,EXP4707,NLD,ZAF,870323,Sea,2258.4,932.6,3108.67,0.700000321680976,0,0.156,0.171,0,0,37.26001447564393,0
SHP000532,2024-02-25,IMP9246,EXP6015,NLD,USA,640399,Sea,505.91,7820.22,26067.41,0.7000001150862322,0,0.521,0.164,0,0,42.59500517888045,0
SHP000533,2024-07-22,IMP9524,EXP9587,GBR,NGA,640399,Land,1694.84,10539.53,35131.76,0.6999999430714544,0,0.321,0.384,0,0,43.99499743821545,0
SHP000534,2024-09-30,IMP6885,EXP4087,CHN,NGA,720839,Land,2895.45,3730.36,12434.53,0.6999999195787858,0,0.387,0.422,0,0,45.74499638104536,0
SHP000535,2022-09-26,IMP4460,EXP1359,UAE,NGA,070310,Sea,1461.65,9810.55,32701.82,0.6999998776826488,0,0.164,0.423,0,0,42.419994495719195,0
SHP000536,2025-08-25,IMP1612,EXP7147,CHN,GBR,300490,Sea,2307.59,7429.89,17131.09,0.5662920456316556,0,0.152,0.44,0,0,36.5631420534245,0
SHP000537,2025-05-01,IMP1785,EXP2771,DEU,ZAF,870899,Sea,3374.03,68789.97,229299.9,0.7,0,0.154,0.274,0,0,39.28999999999999,0
SHP000538,2024-05-03,IMP8279,EXP7230,NGA,USA,100630,Sea,2954.83,12438.34,41461.15,0.7000001205948219,0,0.474,0.421,0,0,47.030005426766984,0
SHP000539,2023-02-25,IMP1152,EXP5933,DEU,NGA,852872,Air,385.83,11203.21,37344.04,0.7000000535560695,0,0.101,0.711,0,1,53.23500241002313,0
SHP000540,2025-05-25,IMP3247,EXP7862,USA,GBR,870323,Sea,777.05,6601.68,22005.6,0.7,0,0.213,0.251,0,0,39.71499999999999,0
SHP000541,2022-08-30,IMP5631,EXP2867,GBR,USA,870323,Air,277.47,6832.14,22773.81,0.7000001317302638,0,0.431,0.328,0,0,44.52500592786187,0
SHP000542,2023-06-23,IMP9571,EXP4304,IND,USA,490199,Sea,1747.1,8823.93,26664.44,0.6690749927618955,0,0.231,0.469,0,1,48.9533746742853,0
SHP000543,2025-01-27,IMP9132,EXP4402,UAE,GBR,640399,Sea,359.49,4310.87,14369.56,0.6999998608168935,1,0.622,0.123,0,0,51.28999373676021,0
SHP000544,2022-01-27,IMP2458,EXP2809,IND,USA,720839,Sea,757.46,48033.21,160110.69,0.6999999812629625,0,0.129,0.4,0,0,41.434999156833314,0
SHP000545,2024-11-13,IMP2229,EXP2659,IND,USA,401110,Land,2216.19,1233.31,4111.03,0.6999997567519576,0,0.085,0.066,0,0,34.09498905383809,0
SHP000546,2023-08-30,IMP5327,EXP8606,CHN,ZAF,851712,Land,745.07,88186.68,293955.59,0.6999999897943768,0,0.175,0.744,0,0,49.00499954074695,0
SHP000547,2024-01-08,IMP6123,EXP7979,CHN,NGA,100630,Air,688.27,10574.37,35247.91,0.7000000851114293,0,0.205,0.48,0,0,44.17500383001432,0
SHP000548,2022-10-11,IMP3793,EXP6384,GBR,USA,100630,Sea,1021.08,3771.86,12572.87,0.700000079536335,0,0.22,0.178,0,0,38.360003579135075,0
SHP000549,2022-07-10,IMP7105,EXP6615,IND,GBR,940350,Sea,1217.87,11972.24,39907.46,0.6999999498840568,0,0.161,0.046,0,1,40.834997744782555,0
SHP000550,2023-07-11,IMP7319,EXP8835,UAE,NGA,840733,Land,108.64,5127.28,17090.95,0.7000002925524913,0,0.128,0.311,0,0,39.640013164862104,0
SHP000551,2022-05-01,IMP3611,EXP2699,CHN,USA,300490,Sea,2013.7,16455.01,54850.02,0.6999999270738644,1,0.116,0.222,0,0,45.67999671832389,0
SHP000552,2023-01-07,IMP7221,EXP6875,IND,GBR,880220,Sea,543.74,6513.93,21713.09,0.6999998618344971,0,0.191,0.729,0,0,48.94499378255237,0
SHP000553,2022-08-20,IMP7738,EXP8220,CHN,GBR,852872,Land,356.61,6447.44,21491.47,0.7000000465300884,0,0.022,0.106,0,0,33.950002093853975,0
SHP000554,2024-12-10,IMP4669,EXP6542,DEU,NGA,720839,Sea,632.04,7317.93,24393.09,0.6999998770143512,0,0.12,0.539,0,0,44.079994465645804,0
SHP000555,2023-05-25,IMP8895,EXP6664,USA,GBR,850440,Sea,836.16,8053.08,26843.6,0.7,1,0.517,0.434,0,0,55.934999999999995,0
SHP000556,2025-02-17,IMP1894,EXP1190,UAE,USA,401110,Air,1749.16,1639.67,5465.58,0.7000007318527951,0,0.045,0.077,0,0,33.71503293337578,0
SHP000557,2024-10-12,IMP3709,EXP2226,CHN,GBR,870323,Air,3916.35,33947.76,113159.21,0.7000000265113198,0,0.09,0.224,0,0,37.330001193009394,0
SHP000558,2023-07-24,IMP1824,EXP9305,NLD,USA,610910,Sea,1503.98,4746.38,15821.26,0.6999998735878179,0,0.059,0.214,0,0,36.66499431145181,0
SHP000559,2022-06-11,IMP8521,EXP8277,UAE,NGA,840733,Air,361.91,7347.14,24490.48,0.700000163328771,0,0.034,0.338,0,0,38.770007349794696,0
SHP000560,2024-07-04,IMP6178,EXP2944,IND,USA,271019,Air,423.56,30600.97,102003.24,0.7000000196072202,0,0.122,0.082,0,0,34.97000088232491,0
SHP000561,2022-03-15,IMP9996,EXP1002,NGA,ZAF,300490,Sea,527.34,5351.76,17839.21,0.7000001681688819,0,0.059,0.096,0,0,34.30500756759969,0
SHP000562,2025-09-02,IMP8474,EXP6584,DEU,USA,870323,Sea,464.72,27530.76,56272.2,0.5107573544307846,0,0.145,0.171,0,0,28.57908094938531,0
